customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
5026,216,cooking salt,2026-01-30,2163,125.1,6,750.6
5011,205,coffee powder,2026-01-30,2053,292.7,3,878.1
5033,203,clinic plus,2026-01-30,2033,76.52,7,535.64
5045,207,energy drink,2026-01-30,2070,111.41,4,445.64
5043,208,dish soap,2026-01-30,2082,96.21,8,769.68
5003,213,butter,2026-01-30,2133,149.14,8,1193.12
5002,209,dish soap,2026-01-30,2092,287.83,5,1439.15
5043,207,refined oil,2026-01-30,2073,157.67,6,946.02
5008,235,energy drink,2026-01-30,2354,52.24,7,365.68
5043,226,dish soap,2026-01-30,2263,43.97,1,43.97
5002,224,coffee powder,2026-01-30,2241,185.4,7,1297.8
5037,208,sugar,2026-01-30,2083,34.53,2,69.06
5041,209,besan,2026-01-30,2092,33.02,9,297.18
5019,209,refined oil,2026-01-30,2090,202.11,8,1616.88
5027,217,refined oil,2026-01-30,2171,194.5,5,972.5
5008,238,milk powder,2026-01-30,2384,184.73,2,369.46
5008,231,coffee powder,2026-01-30,2313,85.06,6,510.36
5015,219,clinic plus,2026-01-30,2194,297.06,7,2079.42
5006,224,floor cleaner,2026-01-30,2243,143.46,8,1147.68
5013,238,sugar,2026-01-30,2382,102.0,6,612.0
5005,220,toothpaste,2026-01-30,2202,116.22,4,464.88
5024,233,dantkanti,2026-01-30,2330,197.5,8,1580.0
5036,209,shampoo,2026-01-30,2093,220.23,5,1101.15
5005,207,nutrella,2026-01-30,2070,202.67,5,1013.35
5001,238,shampoo,2026-01-30,2380,180.04,8,1440.32
5032,215,fruit juice,2026-01-30,2151,197.76,4,791.04
5014,202,dantkanti,2026-01-30,2024,53.67,6,322.02
5002,209,cooking salt,2026-01-30,2093,73.51,7,514.57
5001,239,coffee powder,2026-01-30,2392,177.31,10,1773.1
5040,230,besan,2026-01-30,2300,279.0,3,837.0
5031,203,coffee powder,2026-01-30,2030,41.91,3,125.73
5011,219,dish soap,2026-01-30,2193,169.29,6,1015.74
5013,225,spices mix,2026-01-30,2251,107.37,8,858.96
5003,214,clinic plus,2026-01-30,2143,213.37,5,1066.85
5012,206,cooking salt,2026-01-30,2064,213.17,3,639.51
5010,220,dantkanti,2026-01-30,2202,257.84,3,773.52
5010,210,nutrella,2026-01-30,2103,54.6,3,163.8
5003,229,energy drink,2026-01-30,2293,177.47,7,1242.29
5010,220,sugar,2026-01-30,2203,188.27,6,1129.62
5013,204,energy drink,2026-01-30,2040,120.65,9,1085.85
5028,206,refined oil,2026-01-30,2062,71.47,3,214.41
5042,230,toothpaste,2026-01-30,2303,240.65,5,1203.25
5013,212,dantkanti,2026-01-30,2124,295.64,3,886.92
5005,202,dish soap,2026-01-30,2024,58.64,10,586.4
5021,217,energy drink,2026-01-30,2173,59.8,2,119.6
5002,234,toothpaste,2026-01-30,2341,104.27,3,312.81
5032,216,quaker oats,2026-01-30,2164,175.52,3,526.56
5006,222,nutrella,2026-01-30,2222,218.2,6,1309.2
5034,210,refined oil,2026-01-30,2101,291.36,3,874.08
5017,216,floor cleaner,2026-01-30,2164,21.6,10,216.0
5020,240,nutrella,2026-01-30,2404,88.74,5,443.7
5008,205,sugar,2026-01-30,2052,247.51,8,1980.08
5008,216,spices mix,2026-01-30,2161,23.47,6,140.82
5033,203,quaker oats,2026-01-30,2032,262.59,3,787.77
5004,209,cooking salt,2026-01-30,2094,132.85,4,531.4
5027,208,coffee powder,2026-01-30,2084,273.12,9,2458.08
5032,219,sugar,2026-01-30,2194,201.13,6,1206.78
5005,203,spices mix,2026-01-30,2031,35.49,1,35.49
5008,202,quaker oats,2026-01-30,2020,74.64,5,373.2
5019,215,energy drink,2026-01-30,2153,168.66,10,1686.6
5015,220,dantkanti,2026-01-30,2200,256.43,3,769.29
5013,228,clinic plus,2026-01-30,2280,20.37,10,203.7
5015,229,coffee powder,2026-01-30,2293,290.09,6,1740.54
5005,205,dantkanti,2026-01-30,2051,21.24,7,148.68
5027,205,refined oil,2026-01-30,2052,137.14,9,1234.26
5013,205,shampoo,2026-01-30,2053,262.57,6,1575.42
5027,237,besan,2026-01-30,2371,271.29,3,813.87
5002,239,besan,2026-01-30,2391,67.62,7,473.34
5019,214,energy drink,2026-01-30,2140,77.27,1,77.27
5026,212,besan,2026-01-30,2122,246.95,5,1234.75
5035,201,energy drink,2026-01-30,2012,251.85,5,1259.25
5010,202,nutrella,2026-01-30,2020,263.93,9,2375.37
5005,210,quaker oats,2026-01-30,2104,46.12,4,184.48
5038,238,clinic plus,2026-01-30,2383,55.84,4,223.36
5019,204,floor cleaner,2026-01-30,2043,193.91,8,1551.28
5005,201,quaker oats,2026-01-30,2011,231.53,9,2083.77
5014,214,besan,2026-01-30,2140,213.7,10,2137.0
5038,213,besan,2026-01-30,2132,145.59,6,873.54
5001,231,shampoo,2026-01-30,2310,271.03,10,2710.3
5021,227,milk powder,2026-01-30,2273,175.34,2,350.68
5019,237,toothpaste,2026-01-30,2372,266.32,9,2396.88
5023,207,refined oil,2026-01-30,2070,42.74,1,42.74
5022,215,milk powder,2026-01-30,2154,270.54,4,1082.16
5014,216,energy drink,2026-01-30,2161,168.95,2,337.9
5008,208,cooking salt,2026-01-30,2080,245.57,9,2210.13
5029,239,toothpaste,2026-01-30,2392,22.84,7,159.88
5012,217,nutrella,2026-01-30,2170,147.91,1,147.91
5040,201,milk powder,2026-01-30,2012,44.18,2,88.36
5008,221,refined oil,2026-01-30,2211,207.24,5,1036.2
5043,204,sugar,2026-01-30,2042,211.03,6,1266.18
5040,219,coffee powder,2026-01-30,2191,100.0,8,800.0
5042,204,spices mix,2026-01-30,2040,145.04,8,1160.32
5029,212,maida,2026-01-30,2124,269.18,1,269.18
5034,219,fruit juice,2026-01-30,2190,203.28,7,1422.96
5026,215,quaker oats,2026-01-30,2152,160.18,8,1281.44
5036,235,energy drink,2026-01-30,2352,45.89,9,413.01
5003,219,maida,2026-01-30,2193,220.0,4,880.0
5014,222,shampoo,2026-01-30,2222,288.68,10,2886.8
5006,206,besan,2026-01-30,2063,212.25,3,636.75
5033,212,spices mix,2026-01-30,2123,141.54,5,707.7
5020,212,quaker oats,2026-01-30,2122,29.47,5,147.35
5003,209,fruit juice,2026-01-30,2094,42.57,4,170.28
5020,214,floor cleaner,2026-01-30,2144,145.46,6,872.76
5045,238,clinic plus,2026-01-30,2380,228.05,4,912.2
5039,204,dish soap,2026-01-30,2040,228.14,6,1368.84
5003,220,dantkanti,2026-01-30,2201,184.27,3,552.81
5002,238,dantkanti,2026-01-30,2383,297.39,10,2973.9
5031,214,toothpaste,2026-01-30,2140,195.87,10,1958.7
5003,235,sugar,2026-01-30,2350,114.96,4,459.84
5029,204,shampoo,2026-01-30,2044,200.93,1,200.93
5005,202,dantkanti,2026-01-30,2021,85.92,3,257.76
5039,234,spices mix,2026-01-30,2344,195.54,8,1564.32
5031,203,coffee powder,2026-01-30,2031,22.12,7,154.84
5031,238,refined oil,2026-01-30,2381,62.42,9,561.78
5001,234,sugar,2026-01-30,2343,183.78,7,1286.46
5020,227,coffee powder,2026-01-30,2274,177.49,1,177.49
5038,204,besan,2026-01-30,2041,187.41,10,1874.1
5016,224,toothpaste,2026-01-30,2242,219.78,6,1318.68
5004,210,besan,2026-01-30,2102,80.54,4,322.16
5042,227,energy drink,2026-01-30,2271,31.99,7,223.93
5043,207,floor cleaner,2026-01-30,2074,289.14,4,1156.56
5045,216,toothpaste,2026-01-30,2161,168.02,9,1512.18
5012,211,coffee powder,2026-01-30,2110,77.89,4,311.56
5019,217,butter,2026-01-30,2172,176.57,4,706.28
5013,202,cooking salt,2026-01-30,2021,73.69,4,294.76
5028,223,coffee powder,2026-01-30,2232,231.7,2,463.4
5013,234,floor cleaner,2026-01-30,2344,244.36,8,1954.88
5006,206,spices mix,2026-01-30,2060,296.95,3,890.85
5008,218,refined oil,2026-01-30,2180,150.89,4,603.56
5012,203,refined oil,2026-01-30,2030,226.91,3,680.73
5016,224,toothpaste,2026-01-30,2243,141.5,1,141.5
5011,206,maida,2026-01-30,2064,153.45,9,1381.05
5026,238,quaker oats,2026-01-30,2384,77.0,9,693.0
5008,224,dantkanti,2026-01-30,2241,242.24,8,1937.92
5008,230,besan,2026-01-30,2300,70.79,3,212.37
5031,203,besan,2026-01-30,2030,148.25,10,1482.5
5004,201,fruit juice,2026-01-30,2013,276.41,2,552.82
5015,206,nutrella,2026-01-30,2064,32.99,7,230.93
5022,216,coffee powder,2026-01-30,2163,246.7,1,246.7
5004,216,milk powder,2026-01-30,2164,39.52,5,197.6
5004,226,toothpaste,2026-01-30,2263,146.46,2,292.92
5038,230,toothpaste,2026-01-30,2304,68.86,2,137.72
5015,218,maida,2026-01-30,2180,238.76,2,477.52
5034,235,dish soap,2026-01-30,2351,130.61,6,783.66
5042,228,maida,2026-01-30,2282,173.09,6,1038.54
5023,233,toothpaste,2026-01-30,2334,64.68,1,64.68
5035,223,sugar,2026-01-30,2231,42.44,9,381.96
5008,240,maida,2026-01-30,2403,122.02,7,854.14
5015,218,coffee powder,2026-01-30,2184,205.45,7,1438.15
5010,206,nutrella,2026-01-30,2061,198.22,1,198.22
5033,202,spices mix,2026-01-30,2020,86.33,5,431.65
5042,225,cooking salt,2026-01-30,2251,57.48,3,172.44
5036,209,fruit juice,2026-01-30,2094,31.53,4,126.12
5035,204,milk powder,2026-01-30,2041,129.36,9,1164.24
5022,237,milk powder,2026-01-30,2372,74.11,9,666.99
5009,225,shampoo,2026-01-30,2252,66.92,9,602.28
5008,212,energy drink,2026-01-30,2122,34.15,6,204.9
5003,206,energy drink,2026-01-30,2063,195.27,2,390.54
5040,239,fruit juice,2026-01-30,2391,41.48,8,331.84
5025,215,shampoo,2026-01-30,2152,229.12,7,1603.84
5043,220,nutrella,2026-01-30,2201,152.24,4,608.96
5031,220,clinic plus,2026-01-30,2204,55.04,2,110.08
5031,215,fruit juice,2026-01-30,2153,155.56,1,155.56
5029,203,energy drink,2026-01-30,2032,290.34,2,580.68
5036,222,butter,2026-01-30,2221,268.35,10,2683.5
5021,226,nutrella,2026-01-30,2262,206.7,9,1860.3
5015,227,clinic plus,2026-01-30,2273,164.62,9,1481.58
5022,205,butter,2026-01-30,2052,71.5,6,429.0
5004,212,dish soap,2026-01-30,2123,71.28,9,641.52
5012,218,energy drink,2026-01-30,2184,202.86,3,608.58
5043,221,toothpaste,2026-01-30,2210,62.67,2,125.34
5010,221,butter,2026-01-30,2214,109.38,8,875.04
5042,208,energy drink,2026-01-30,2082,120.55,2,241.1
5032,221,sugar,2026-01-30,2214,161.13,9,1450.17
5022,223,fruit juice,2026-01-30,2233,121.75,10,1217.5
5043,233,dantkanti,2026-01-30,2331,129.79,1,129.79
5010,228,clinic plus,2026-01-30,2280,134.47,4,537.88
5008,209,toothpaste,2026-01-30,2092,162.96,7,1140.72
5026,202,butter,2026-01-30,2021,168.45,10,1684.5
5037,206,dish soap,2026-01-30,2060,247.09,3,741.27
5011,229,cooking salt,2026-01-30,2290,185.9,9,1673.1
5010,204,toothpaste,2026-01-30,2043,242.31,7,1696.17
5021,227,nutrella,2026-01-30,2271,180.53,2,361.06
5015,210,quaker oats,2026-01-30,2104,35.01,5,175.05
5036,211,nutrella,2026-01-30,2113,85.8,7,600.6
5037,215,sugar,2026-01-30,2154,124.83,4,499.32
5007,228,toothpaste,2026-01-30,2282,165.23,10,1652.3
5008,203,clinic plus,2026-01-30,2032,34.37,1,34.37
5009,220,toothpaste,2026-01-30,2201,226.41,10,2264.1
5004,234,cooking salt,2026-01-30,2341,260.03,7,1820.21
5029,216,quaker oats,2026-01-30,2163,275.89,8,2207.12
5014,214,floor cleaner,2026-01-30,2141,125.72,4,502.88
5044,206,quaker oats,2026-01-30,2061,255.2,3,765.6
5042,238,dish soap,2026-01-30,2382,72.33,6,433.98
5009,208,dish soap,2026-01-30,2082,101.45,8,811.6
5010,221,cooking salt,2026-01-30,2211,242.52,9,2182.68
5039,206,dantkanti,2026-01-30,2063,263.08,4,1052.32
5040,240,shampoo,2026-01-30,2402,289.26,7,2024.82
5015,212,shampoo,2026-01-30,2120,283.09,2,566.18
5043,213,quaker oats,2026-01-30,2133,169.89,7,1189.23
5007,205,clinic plus,2026-01-30,2054,32.4,2,64.8
5001,238,coffee powder,2026-01-30,2383,132.59,8,1060.72
5041,212,butter,2026-01-30,2123,109.37,2,218.74
5001,232,butter,2026-01-30,2323,293.08,1,293.08
5002,205,refined oil,2026-01-30,2050,231.38,5,1156.9
5010,229,spices mix,2026-01-30,2293,234.99,3,704.97
5036,224,sugar,2026-01-30,2244,253.95,1,253.95
5003,216,sugar,2026-01-30,2160,21.22,3,63.66
5019,229,fruit juice,2026-01-30,2290,192.72,6,1156.32
5040,225,energy drink,2026-01-30,2253,292.71,4,1170.84
5035,213,clinic plus,2026-01-30,2132,74.63,6,447.78
5012,205,cooking salt,2026-01-30,2050,237.38,7,1661.66
5039,233,toothpaste,2026-01-30,2333,154.95,6,929.7
5016,220,spices mix,2026-01-30,2203,179.99,7,1259.93
5013,216,floor cleaner,2026-01-30,2164,208.3,4,833.2
5005,217,cooking salt,2026-01-30,2174,100.29,3,300.87
5043,207,sugar,2026-01-30,2074,296.21,2,592.42
5017,216,milk powder,2026-01-30,2161,179.6,2,359.2
5034,237,refined oil,2026-01-30,2371,49.22,3,147.66
5012,204,maida,2026-01-30,2042,145.36,9,1308.24
5032,203,energy drink,2026-01-30,2034,234.78,9,2113.02
5034,204,cooking salt,2026-01-30,2043,41.98,5,209.9
5005,208,shampoo,2026-01-30,2080,193.56,5,967.8
5039,213,dish soap,2026-01-30,2134,295.89,3,887.67
5035,228,floor cleaner,2026-01-30,2283,175.53,4,702.12
5039,221,cooking salt,2026-01-30,2213,154.18,3,462.54
5031,215,spices mix,2026-01-30,2151,211.92,9,1907.28
5036,228,nutrella,2026-01-30,2283,153.04,9,1377.36
5008,234,refined oil,2026-01-30,2340,156.56,9,1409.04
5010,220,nutrella,2026-01-30,2203,228.39,7,1598.73
5008,206,besan,2026-01-30,2064,83.88,1,83.88
5013,234,coffee powder,2026-01-30,2343,40.63,2,81.26
5032,213,dantkanti,2026-01-30,2133,197.55,7,1382.85
5003,212,maida,2026-01-30,2120,57.4,8,459.2
5032,220,milk powder,2026-01-30,2201,113.65,7,795.55
5008,227,fruit juice,2026-01-30,2270,162.94,3,488.82
5024,215,shampoo,2026-01-30,2153,218.11,7,1526.77
5009,236,floor cleaner,2026-01-30,2364,283.53,10,2835.3
5011,219,milk powder,2026-01-30,2194,30.61,1,30.61
5007,214,refined oil,2026-01-30,2143,174.6,3,523.8
5019,218,toothpaste,2026-01-30,2182,105.12,5,525.6
5014,214,shampoo,2026-01-30,2140,153.51,9,1381.59
5008,204,quaker oats,2026-01-30,2042,222.54,4,890.16
5002,207,besan,2026-01-30,2071,255.47,8,2043.76
5033,201,sugar,2026-01-30,2012,220.39,1,220.39
5012,202,refined oil,2026-01-30,2024,158.25,1,158.25
5026,202,shampoo,2026-01-30,2021,134.76,4,539.04
5031,229,sugar,2026-01-30,2294,261.5,2,523.0
5038,206,sugar,2026-01-30,2063,237.98,1,237.98
5008,236,cooking salt,2026-01-30,2363,82.21,6,493.26
5029,216,sugar,2026-01-30,2162,205.69,3,617.07
5029,236,maida,2026-01-30,2363,217.04,9,1953.36
5001,217,milk powder,2026-01-30,2173,39.0,6,234.0
5025,225,butter,2026-01-30,2252,174.72,6,1048.32
5022,232,dantkanti,2026-01-30,2321,235.8,3,707.4
5017,217,sugar,2026-01-30,2173,134.08,6,804.48
5010,227,butter,2026-01-30,2270,127.49,1,127.49
5023,231,fruit juice,2026-01-30,2312,45.72,8,365.76
5040,238,fruit juice,2026-01-30,2382,149.15,4,596.6
5021,213,floor cleaner,2026-01-30,2133,277.17,2,554.34
5019,207,floor cleaner,2026-01-30,2074,252.27,4,1009.08
5003,217,butter,2026-01-30,2171,27.42,1,27.42
5003,204,maida,2026-01-30,2043,283.04,4,1132.16
5042,220,cooking salt,2026-01-30,2202,281.56,10,2815.6
5002,218,toothpaste,2026-01-30,2182,185.71,5,928.55
5009,209,besan,2026-01-30,2093,169.75,4,679.0
5020,208,refined oil,2026-01-30,2084,269.54,5,1347.7
5007,201,floor cleaner,2026-01-30,2014,157.25,6,943.5
5045,203,besan,2026-01-30,2031,282.21,10,2822.1
5017,201,clinic plus,2026-01-30,2011,165.51,4,662.04
5015,201,energy drink,2026-01-30,2014,268.65,6,1611.9
5039,206,quaker oats,2026-01-30,2064,73.68,10,736.8
5014,213,energy drink,2026-01-30,2134,81.59,2,163.18
5028,210,coffee powder,2026-01-30,2100,81.92,5,409.6
5014,224,cooking salt,2026-01-30,2242,248.3,8,1986.4
5008,221,nutrella,2026-01-30,2212,210.95,4,843.8
5002,204,floor cleaner,2026-01-30,2043,230.0,1,230.0
5045,216,shampoo,2026-01-30,2162,241.04,3,723.12
5038,225,maida,2026-01-30,2254,112.92,10,1129.2
5008,201,nutrella,2026-01-30,2014,279.88,7,1959.16
5039,218,shampoo,2026-01-30,2184,71.75,4,287.0
5034,218,fruit juice,2026-01-30,2182,186.28,1,186.28
5023,230,milk powder,2026-01-30,2301,47.33,3,141.99
5036,214,dish soap,2026-01-30,2142,202.66,3,607.98
5001,203,refined oil,2026-01-30,2031,160.64,8,1285.12
5004,221,nutrella,2026-01-30,2214,177.84,9,1600.56
5002,215,sugar,2026-01-30,2152,59.45,2,118.9
5013,233,maida,2026-01-30,2331,211.5,3,634.5
5004,203,sugar,2026-01-30,2031,126.39,2,252.78
5013,215,energy drink,2026-01-30,2154,196.49,10,1964.9
5010,214,sugar,2026-01-30,2144,178.13,8,1425.04
5034,210,maida,2026-01-30,2103,65.42,1,65.42
5006,210,toothpaste,2026-01-30,2104,54.73,8,437.84
5003,208,maida,2026-01-30,2080,144.92,8,1159.36
5031,227,cooking salt,2026-01-30,2273,188.4,5,942.0
5033,211,cooking salt,2026-01-30,2114,102.58,8,820.64
5015,226,dish soap,2026-01-30,2264,24.2,3,72.6
5012,204,floor cleaner,2026-01-30,2041,84.86,5,424.3
5029,218,fruit juice,2026-01-30,2180,217.42,7,1521.94
5007,203,besan,2026-01-30,2033,259.43,10,2594.3
5013,224,spices mix,2026-01-30,2244,162.14,6,972.84
5005,225,butter,2026-01-30,2252,83.07,4,332.28
5035,210,maida,2026-01-30,2102,113.67,5,568.35
5004,234,spices mix,2026-01-30,2340,41.17,5,205.85
5039,240,maida,2026-01-30,2402,232.57,6,1395.42
5001,238,coffee powder,2026-01-30,2381,218.21,6,1309.26
5045,224,fruit juice,2026-01-30,2240,65.49,4,261.96
5005,208,dantkanti,2026-01-30,2083,239.09,6,1434.54
5002,204,quaker oats,2026-01-30,2040,211.64,10,2116.4
5028,208,dish soap,2026-01-30,2080,134.74,6,808.44
5007,210,spices mix,2026-01-30,2102,187.79,3,563.37
5010,214,fruit juice,2026-01-30,2142,264.6,6,1587.6
5045,220,sugar,2026-01-30,2203,21.43,7,150.01
5032,220,quaker oats,2026-01-30,2202,267.23,5,1336.15
5032,214,shampoo,2026-01-30,2140,132.7,5,663.5
5045,220,energy drink,2026-01-30,2204,195.1,1,195.1
5004,234,refined oil,2026-01-30,2342,116.89,6,701.34
5014,217,milk powder,2026-01-30,2172,46.66,8,373.28
5004,208,fruit juice,2026-01-30,2081,51.51,8,412.08
5006,222,quaker oats,2026-01-30,2222,184.57,7,1291.99
5027,204,toothpaste,2026-01-30,2042,98.69,10,986.9
5024,212,energy drink,2026-01-30,2122,114.08,3,342.24
5029,220,sugar,2026-01-30,2200,213.68,1,213.68
5014,219,besan,2026-01-30,2194,173.16,3,519.48
5001,204,energy drink,2026-01-30,2040,225.66,2,451.32
5002,203,coffee powder,2026-01-30,2030,298.35,7,2088.45
5043,212,fruit juice,2026-01-30,2123,95.86,5,479.3
5044,226,energy drink,2026-01-30,2264,169.29,7,1185.03
5010,216,toothpaste,2026-01-30,2162,257.32,3,771.96
5029,227,dantkanti,2026-01-30,2271,239.31,3,717.93
5003,240,toothpaste,2026-01-30,2401,213.68,7,1495.76
5011,219,butter,2026-01-30,2190,161.05,8,1288.4
5040,201,quaker oats,2026-01-30,2013,296.99,6,1781.94
5006,209,cooking salt,2026-01-30,2094,147.67,9,1329.03
5043,217,spices mix,2026-01-30,2171,244.91,3,734.73
5038,236,milk powder,2026-01-30,2363,265.39,3,796.17
5039,213,energy drink,2026-01-30,2131,225.78,5,1128.9
5028,216,nutrella,2026-01-30,2163,263.58,7,1845.06
5002,220,coffee powder,2026-01-30,2203,285.37,4,1141.48
5043,237,toothpaste,2026-01-30,2373,133.71,3,401.13
5012,234,fruit juice,2026-01-30,2342,108.17,8,865.36
5036,203,coffee powder,2026-01-30,2032,286.88,7,2008.16
5009,226,clinic plus,2026-01-30,2263,252.07,3,756.21
5009,215,clinic plus,2026-01-30,2150,295.02,5,1475.1
5010,207,toothpaste,2026-01-30,2072,292.8,9,2635.2
5015,231,sugar,2026-01-30,2313,119.07,6,714.42
5012,209,cooking salt,2026-01-30,2090,198.04,5,990.2
5022,240,maida,2026-01-30,2401,210.95,6,1265.7
5006,214,nutrella,2026-01-30,2140,240.53,2,481.06
5026,237,cooking salt,2026-01-30,2370,142.88,5,714.4
5009,210,besan,2026-01-30,2100,145.7,4,582.8
5020,203,refined oil,2026-01-30,2030,51.25,7,358.75
5037,203,cooking salt,2026-01-30,2033,98.49,6,590.94
5020,201,maida,2026-01-30,2010,61.7,7,431.9
5024,202,fruit juice,2026-01-30,2023,297.07,9,2673.63
5008,201,toothpaste,2026-01-30,2013,186.42,3,559.26
5022,239,milk powder,2026-01-30,2392,298.46,10,2984.6
5007,217,coffee powder,2026-01-30,2173,85.05,2,170.1
5033,205,floor cleaner,2026-01-30,2051,47.34,8,378.72
5029,224,milk powder,2026-01-30,2240,108.39,2,216.78
5015,212,coffee powder,2026-01-30,2121,105.61,9,950.49
5015,212,toothpaste,2026-01-30,2122,185.11,1,185.11
5013,210,shampoo,2026-01-30,2100,87.99,5,439.95
5015,209,quaker oats,2026-01-30,2094,191.99,8,1535.92
5020,213,maida,2026-01-30,2132,279.51,7,1956.57
5036,213,coffee powder,2026-01-30,2130,105.72,10,1057.2
5006,225,fruit juice,2026-01-30,2251,59.1,1,59.1
5020,226,floor cleaner,2026-01-30,2263,90.34,9,813.06
5004,202,energy drink,2026-01-30,2023,52.92,6,317.52
5015,227,dantkanti,2026-01-30,2272,72.1,3,216.3
5032,201,shampoo,2026-01-30,2010,168.84,1,168.84
5021,216,shampoo,2026-01-30,2160,38.95,10,389.5
5009,206,clinic plus,2026-01-30,2062,185.77,4,743.08
5039,202,refined oil,2026-01-30,2020,79.89,1,79.89
5042,206,maida,2026-01-30,2062,75.09,8,600.72
5009,213,energy drink,2026-01-30,2134,106.7,8,853.6
5015,240,dish soap,2026-01-30,2404,96.14,1,96.14
5009,212,coffee powder,2026-01-30,2123,82.11,5,410.55
5043,233,milk powder,2026-01-30,2332,34.46,3,103.38
5014,221,butter,2026-01-30,2214,84.19,3,252.57
5042,219,floor cleaner,2026-01-30,2190,242.61,9,2183.49
5013,223,spices mix,2026-01-30,2232,194.22,4,776.88
5005,213,refined oil,2026-01-30,2130,34.35,6,206.1
5005,226,floor cleaner,2026-01-30,2262,204.01,7,1428.07
5014,212,clinic plus,2026-01-30,2120,141.25,5,706.25
5032,203,energy drink,2026-01-30,2030,107.67,2,215.34
5038,209,clinic plus,2026-01-30,2092,92.19,8,737.52
5032,231,dantkanti,2026-01-30,2311,270.9,5,1354.5
5007,225,toothpaste,2026-01-30,2251,60.24,1,60.24
